Id,Author Name,Comments Text,Video Time,Message Time,Author Channel URL
ChwKGkNPanpvOVc5eTVRREZhMF9yUVlkMmJFSDNn,@tavera840,en espera 💜 Neza Bordo 💜💜💜,-,21/5/2026 16:58,https://www.youtube.com/channel/UCZlYa0RIDq3_B14PbCCFyyg
ChwKGkNQYm0zTmE5eTVRREZUUnFYZ01keGpRZV93,@JessicaAyala-tf1vm,en espera de un nuevo programa con el Lic humbertus 💥💕🌹 33,-,21/5/2026 16:58,https://www.youtube.com/channel/UCymU-ldLIwcFkZbvybCZ5tw
ChwKGkNQUFU2ZGE5eTVRREZkLXd3Z0VkYWdNZ2F3,@aliciarosete3088,presente como todos los jueves a las 5 de la tarde .... CEFERESO 5 Perote Veracruz...# 5 💜💜💜,-,21/5/2026 16:58,https://www.youtube.com/channel/UCLCVnwbqW1qK5ONGGoe_heg
ChwKGkNJRFQyZHE5eTVRREZSQzh3Z0VkbXVnZS13,@mariaeugeniaislas7231,"buenas tardes Lic humbertus Pérez espinosa, presente #3",-,21/5/2026 16:58,https://www.youtube.com/channel/UCZ2qvVucSbl5IXpaBsGGLtA
ChwKGkNJQ0w0dHE5eTVRREZjN0N3Z1FkXzZNRUhB,@margaritamendoza5757,buenas tardes lic José Humbertus 💜💜💜💜💜,-,21/5/2026 16:58,https://www.youtube.com/channel/UCuiOvD1JHZKE8R_102pnA5A
ChwKGkNLaWszZDY5eTVRREZadFNYZ01kZVZZWW9R,@aliciaortegagonzalez7450,Estámos en espera del programa ✨💞🌹,-,21/5/2026 16:59,https://www.youtube.com/channel/UC7WExq05zPNed3v2oJtnjPA
ChwKGkNOeUc1T0s5eTVRREZhYktGZ2tkZ0trOC1R,@ManuelAvila-hy7wo,ya pendiente en espera de que inicie una gran transmisión compartida por el licenciado José Humberto Pérez Espinosa ✅ 45 ✅✅,-,21/5/2026 16:59,https://www.youtube.com/channel/UCN9Xk-N3QGYJqLHk-GTW1JA
ChwKGkNNbVcydWk5eTVRREZTT0o1UWNkZnVrb0lB,@georginabeleche6895,HOLA FRENTE MEXIQUENSE PRESENTE,-,21/5/2026 16:59,https://www.youtube.com/channel/UCcvv8g7UC3fWpXd08n_TGhQ
ChwKGkNJSGdfZTY5eTVRREZScXV3Z0VkLTlBdzBR,@IngArturoPC,estamos apunto de iniciar el programa,-,21/5/2026 16:59,https://www.youtube.com/channel/UCu-ow0N2qNhpIkZVx2GYTNw
ChwKGkNJemt4ZkM5eTVRREZXQ3p3Z0VkdXBJZUFn,@JessicaAyala-tf1vm,muy buenas tardes a todos el equipo,-,21/5/2026 16:59,https://www.youtube.com/channel/UCymU-ldLIwcFkZbvybCZ5tw
ChwKGkNMT2tfX0M5eTVRREZXM0V3Z1FkRHdZSUJn,@minervadelarosa5308,medal-yellow-first-redmedal-yellow-first-redmedal-yellow-first-redmedal-yellow-first-redmedal-yellow-first-redmedal-yellow-first-redmedal-yellow-first-redmedal-yellow-first-red,-,21/5/2026 16:59,https://www.youtube.com/channel/UCjZELYDOBVTBJFBOdTTz9gg
ChwKGkNOMnBpUEs5eTVRREZTeGZFZ0VkTGY0Nlpn,@carlosmurillo3280,esperando el inicio del programa del día de hoy,-,21/5/2026 16:59,https://www.youtube.com/channel/UCVncXgncjDonkV6GhK_Rtzg
ChwKGkNNR25vZlM5eTVRREZiaElYZ01kMHo4SUFR,@Nellycastro64,buenas tardes esperando el programa del lic humbertus ✨💞🌹#36,-,21/5/2026 16:59,https://www.youtube.com/channel/UCXp4j1hQ4TGlJ1jfZ3XPOeA
ChwKGkNJU0FnUGE5eTVRREZlUGF3Z1FkZDNFRGhR,@marioaguirre8126,#2✨🌹 EL FRENTE MEXIQUENSE EN DEFENSA PARA UNA VIVIENDA DIGNA Y DECOROSA ACREDITÓ CÓMO SE VIOLARON LOS DESCA.,-,21/5/2026 16:59,https://www.youtube.com/channel/UCd0iBK38YszB9f5pRiHehAg
ChwKGkNLaWV4ZmU5eTVRREZWSEtGZ2tkS3M4Z2RR,@jazminaracelihenandez3547,buenas tardes frente mexiquense presente,-,21/5/2026 16:59,https://www.youtube.com/channel/UCX-ou46EP0mo8V-chqXqYvg
ChwKGkNPTHhuUG05eTVRREZUSE1GZ2tkYlJJNW1B,@HildaClemente-is8bw,presente#23 chiconautla vamos por mi AMPARO,-,21/5/2026 16:59,https://www.youtube.com/channel/UCrHF--3FnYY7ny-ON_kXLcg
ChwKGkNKbi0tX3E5eTVRREZjeVI1UWNkWmx3VG1B,@jorgeayalam2767,pendiente y esperando el comienzo de este nuevo programa 🌹💥💞,-,21/5/2026 17:00,https://www.youtube.com/channel/UCsDe4YPTSrOF3SoPXhkO8dQ
ChwKGkNLZlcydnU5eTVRREZlUExGZ2tkQTZRb09n,@JorgeMoreno-ny8qz,En espera del inicio del programa,-,21/5/2026 17:00,https://www.youtube.com/channel/UC9fjzXRR5jNnVdB1MOdjhiA
ChwKGkNJYi1qSUMteTVRREZiekF3Z1FkX3R3aWVn,@RafaelSotoGutierrez,"Presente en el programa, # 60 G-2.",-,21/5/2026 17:00,https://www.youtube.com/channel/UCQN59rNxG6bFgu8QaRzP5EQ
ChwKGkNJQ2xub0steTVRREZjeVI1UWNkWmx3VG1B,@JorgeMoreno-ny8qz,Villas del Real presente,-,21/5/2026 17:00,https://www.youtube.com/channel/UC9fjzXRR5jNnVdB1MOdjhiA
ChwKGkNOQ2R2b1MteTVRREZZeVg1UWNkYW9BVkJn,@HildaClemente-is8bw,✅✅✅#23 HILDA CLEMENTE,-,21/5/2026 17:00,https://www.youtube.com/channel/UCrHF--3FnYY7ny-ON_kXLcg
ChwKGkNLLWlwWWEteTVRREZTUEl3Z1FkSlk4TXdB,@Diazdiaz-e,🌹✨💕 Buenas tardes a todos estamos en espera de que de inicio la transmisión,-,21/5/2026 17:00,https://www.youtube.com/channel/UCoONo7Y7R7teYr2uEihBQ4g
ChwKGkNObmpsSXEteTVRREZmck1GZ2tkVjJzVVlB,@JorgeMoreno-ny8qz,Buenas tardes Lic Humbertus,-,21/5/2026 17:00,https://www.youtube.com/channel/UC9fjzXRR5jNnVdB1MOdjhiA
ChwKGkNJRHZuNHkteTVRREZiaElYZ01kMHo4SUFR,@aliciaortegagonzalez7450,buenas tardes Licenciado Humbertus ✨💞🌹,-,21/5/2026 17:00,https://www.youtube.com/channel/UC7WExq05zPNed3v2oJtnjPA
ChwKGkNJSDY2NDIteTVRREZYN3p3Z1FkMXQwaWxB,@jazminaracelihenandez3547,frente mexiquense presente,-,21/5/2026 17:00,https://www.youtube.com/channel/UCX-ou46EP0mo8V-chqXqYvg
ChwKGkNJNlo1STYteTVRREZiTGV3Z1FkR2F3Tnh3,@isabelruiz2689,😂🤣😂🤣😂,-,21/5/2026 17:00,https://www.youtube.com/channel/UCJ_-GDewCHthomOa0odYHxA
ChwKGkNOeUppSS0teTVRREZZdDZFZ0VkLXNFRm9B,@BedaSarmiento,Buenas tardes Licenciado Humbertus,-,21/5/2026 17:00,https://www.youtube.com/channel/UCJ3pRKAN45WmGKA-_G5CzMg
ChwKGkNMckhtcEMteTVRREZRVmhFZ0VkV3A0NlZ3,@axelysusjuegos3002,buenas tardes licenciado💜#⃣1⃣3⃣💜💜,-,21/5/2026 17:00,https://www.youtube.com/channel/UC6aNsZH7YvX5OZr_lTFMKhA
ChwKGkNMeThpWkcteTVRREZUdU81UWNkRXBnbEFn,@IsraelRodriguezVR,buenas tardes a tod@s,-,21/5/2026 17:00,https://www.youtube.com/channel/UCrhOqQpxMlZ0Z7yhdSKGgeQ
ChwKGkNMLTI4SkcteTVRREZUM0h3Z1FkRlBZbFBn,@marycarmenam,VR presente,-,21/5/2026 17:00,https://www.youtube.com/channel/UChaN73Ks8MKxgMhsyxS0qsw
ChwKGkNOR0ttNUsteTVRREZaQmJYZ01kdi00NHBB,@BeatrizMenesesR,LINDA TARDE LICENCIADO HUMBERTUS Y COMPAÑEROS,-,21/5/2026 17:00,https://www.youtube.com/channel/UCqvO0XQ1mcK3L988VNOJcKA
ChwKGkNNYUx1WksteTVRREZiTGV3Z1FkR2F3Tnh3,@elyandrade5600,Presente Lic HUMBERTUS buenas tardes ⭐⭐,-,21/5/2026 17:00,https://www.youtube.com/channel/UCmmtlK0rlUXEe2Mb4CR05fA
ChwKGkNPUGlxWk8teTVRREZXYlB3Z1FkdFlJMWtn,@yasigarcia8660,Buenas tardes Lic HUMBERTUS ✨🌹 💞,-,21/5/2026 17:00,https://www.youtube.com/channel/UCwcm28DtKLjUSEiDP0Zp0Zg
ChwKGkNQbnd2NVMteTVRREZhdlJ3Z1FkYXFFRG9B,@gabrielafloressalazar8284,buenas tardes,-,21/5/2026 17:00,https://www.youtube.com/channel/UCV1YeHESefOxhbr8Xw3a8GQ
ChwKGkNPejNzNWEteTVRREZadFNYZ01kZVZZWW9R,@marialeticiasilistavera3475,"BUENAS TARDES‼ LIC, HUMBERTUS ✅✅#91",-,21/5/2026 17:01,https://www.youtube.com/channel/UCZbJ9z5WURkhPeSQQf25v8Q
ChwKGkNOLUg5WmEteTVRREZSQzh3Z0VkbXVnZS13,@petraperez281,buenas tardes Licenciado José ✨💕,-,21/5/2026 17:01,https://www.youtube.com/channel/UCYs1yoFbLm8JuQE9bGNNKRw
ChwKGkNNYTMxSmkteTVRREZhdVd3Z0VkQ0NVcUVR,@ArturoRomo-tm3gk,confirmo asistencia al programa de hoy jueves ✨💫👍❤,-,21/5/2026 17:01,https://www.youtube.com/channel/UC1T1OIHr9NFxAjo8xe_JUIA
ChwKGkNPdUkwSm0teTVRREZjZUh3Z0VkWHdFUVJB,@IgnacioQuintanar-m3s,VR viva el frente mexiquense ,-,21/5/2026 17:01,https://www.youtube.com/channel/UC5WIKsAcj8iT0WNR4u6HGBg
ChwKGkNMaVl4NXEteTVRREZhdVd3Z0VkTENRcUVR,@Nellycastro64,buenas tardes lic humbertus precente en el programa ✨💞🌹#36,-,21/5/2026 17:01,https://www.youtube.com/channel/UCXp4j1hQ4TGlJ1jfZ3XPOeA
ChwKGkNMSHM4WnEteTVRREZUNDhyUVlkZFhvbXhn,@sandrosfit,Buenas tardes,-,21/5/2026 17:01,https://www.youtube.com/channel/UCYIWodrrEU1nnDXckM4PbbQ
ChwKGkNON0c5NXEteTVRREZjQ3N3Z0VkVWlFQlN3,@damigm6071,todos somos Humbertus presente,-,21/5/2026 17:01,https://www.youtube.com/channel/UCAFMq4WzpXDclIIny_gTd3w
ChwKGkNMWE5nWnUteTVRREZlNTVYZ01kTkhzUFhR,@Diazdiaz-e,"🌹✨💕 Buenas tardes Licenciado Humbertus, un gusto escucharlo nuevamente",-,21/5/2026 17:01,https://www.youtube.com/channel/UCoONo7Y7R7teYr2uEihBQ4g
ChwKGkNPX1JsSnUteTVRREZkLXd3Z0VkYWdNZ2F3,@theadrianavila1,👍🏻,-,21/5/2026 17:01,https://www.youtube.com/channel/UCNTYy5q7XR3BP38sc1U93Uw
ChwKGkNQWEVyNXUteTVRREZjRklFZ0VkT0Fva1BR,@Javier-x4s6l,face-fuchsia-flower-shapeface-fuchsia-flower-shapepresente y atento al programaface-fuchsia-flower-shapeface-fuchsia-flower-shape,-,21/5/2026 17:01,https://www.youtube.com/channel/UC-adDFwQaR5qYYqppqoWLAg
ChwKGkNOcTV5WnkteTVRREZUQ0Q1UWNkcGdRZ2FR,@lidiaaldrich8739,"buenas tardes Lic José Humbertus Pérez Espinoza, #10 saludos 💜",-,21/5/2026 17:01,https://www.youtube.com/channel/UCkWxCkAhOeMg-3vwOAusNog
ChwKGkNQS3cwcHkteTVRREZSeTZ3Z0VkMVhrMnFn,@amairanyditsa,atentos,-,21/5/2026 17:01,https://www.youtube.com/channel/UCQeUq4qfZhROGSxq1vkAhkQ
ChwKGkNQRC00cDIteTVRREZlNTVYZ01kTkhzUFhR,@Susana-w7j9y,acá estamos 🤟,-,21/5/2026 17:01,https://www.youtube.com/channel/UCFexy5CrTS9ned5yTpbLF5g
ChwKGkNLaXk4WjIteTVRREZYa0pMd2dkNDZNMWZn,@espinosakeymolenwendy6022,Vr. Frente Mexiquense 🏡,-,21/5/2026 17:01,https://www.youtube.com/channel/UCgUyUMKw5CQc0EkHytmfEvQ
ChwKGkNQNjk5cDIteTVRREZUZWd3Z0VkbEhRYl93,@LeticiaAguilar-m6n,buenas tardes licenciado HUNBERTUS presente ✅ ✅ ✅ 30,-,21/5/2026 17:01,https://www.youtube.com/channel/UCJIDIBLL8M1ptOappFafwVA
ChwKGkNOU1FoNTYteTVRREZlQ0o1UWNkU2drQW13,@argeliarodriguez491,buenas tardes Lic. Himbertus,-,21/5/2026 17:01,https://www.youtube.com/channel/UClDeGWFrb1rHCvtueCL2DuA
ChwKGkNJTDl2SjYteTVRREZTVEN3Z1Fkb21JVzRB,@comarsc1566,Buenas tardes Lic humbertus,-,21/5/2026 17:01,https://www.youtube.com/channel/UCxZfRAk8VFdo9HzBeF1CmlA
ChwKGkNQdTlxcmZMeTVRREZjN0J3Z1FkZ1IwVHdn,@agustinaaguilar4528,Usted ha logrado muchas LIBERTADES Lic Humbertus. cosa que no ven. #70✅✅✅,-,21/5/2026 18:00,https://www.youtube.com/channel/UCaa70C6rh6Xj6nUIasimdHQ
ChwKGkNMbmgtN2pMeTVRREZmck1GZ2tkUk1Vd2t3,@ErikaLopez-zf5gj,VR que paguen por corruptos,-,21/5/2026 18:00,https://www.youtube.com/channel/UCb0Hzqq1Q1djQIoIMVG4AlQ
ChwKGkNOV0NrTG5MeTVRREZSaXF3Z0VkX3hjSmpR,@soledadlira5411,"REAL Sodi, otro corrupto",-,21/5/2026 18:00,https://www.youtube.com/channel/UC8G8STiuw4VoL9_6gLtWqdA
ChwKGkNOUEh4YnZMeTVRREZkYWE1UWNkdDhjNE13,@lorenaavila8420,si li. el chocolate es espeso,-,21/5/2026 18:00,https://www.youtube.com/channel/UCU7RkdbB1p0pJWLBw1JnnQw
ChwKGkNMNmZ4cnZMeTVRREZjQ3N3Z0VkVWlFQlN3,@BedaSarmiento,Chocolate espeso así dicen en Veracruz,-,21/5/2026 18:00,https://www.youtube.com/channel/UCJ3pRKAN45WmGKA-_G5CzMg
ChwKGkNJemp5N3ZMeTVRREZiTGV3Z1FkWnFva2d3,@PatriciaRodriguez-dt3bq,Ganó un juicio competencial ,-,21/5/2026 18:00,https://www.youtube.com/channel/UC_NTzb23pbuB5PELJ5daJCA
ChwKGkNLR3pfTHZMeTVRREZiaElYZ01kMHo4SUFR,@IsraelRodriguezVR,VR justicia para el frente mexiquense en defensa de una vivienda digna solución solución solución,-,21/5/2026 18:00,https://www.youtube.com/channel/UCrhOqQpxMlZ0Z7yhdSKGgeQ
ChwKGkNJYlkwTDNMeTVRREZXQ3F3Z0VkVU5NVWtn,@JorgeMoreno-ny8qz,Viva el Frente Mexiquense en Defensa para una Vivienda Digna!!!,-,21/5/2026 18:00,https://www.youtube.com/channel/UC9fjzXRR5jNnVdB1MOdjhiA
ChwKGkNNeVNxTURMeTVRREZmZWV3Z0Vkc19NRzRn,@marioaguirre8126,"#2✨🌹 ALEJANDRO JAIME GÓMEZ SÁNCHEZ NO DEBERÍA OCUPAR LA TITULARIDAD DEL TRIBUNAL DE DISCIPLINA JUDICIAL DEL ESTADO DE MÉXICO, PUES MANTIENE VÍNCULOS CON EL CRIMEN ORGANIZADO.",-,21/5/2026 18:00,https://www.youtube.com/channel/UCd0iBK38YszB9f5pRiHehAg
ChwKGkNPV1d1TURMeTVRREZZeVg1UWNkYW9BVkJn,@ErikaLopez-zf5gj,VR Sodi Cuéllar responsable del mega fraude inmobiliario hipotecario,-,21/5/2026 18:00,https://www.youtube.com/channel/UCb0Hzqq1Q1djQIoIMVG4AlQ
ChwKGkNNYkYxc0RMeTVRREZiaUd3Z0VkcUlVMGFR,@HildaClemente-is8bw,usted destapó toda la porqueri,-,21/5/2026 18:00,https://www.youtube.com/channel/UCrHF--3FnYY7ny-ON_kXLcg
ChwKGkNKT3AzTUhMeTVRREZRVmhFZ0VkV3A0NlZ3,@juanagalvan1007,"Gracias Licenciado por defender los derechos del Frente Mexiquense, Presunción de Inocencia y Derechos humanos",-,21/5/2026 18:00,https://www.youtube.com/channel/UCjpq_WtDFuNe90rNABhLatQ
ChwKGkNMMzRyY0xMeTVRREZiaElYZ01kMHo4SUFR,@IngArturoPC,somos chuchacuarreras les ganamos y por cada segundo que pase nos tendrán que pagar,-,21/5/2026 18:00,https://www.youtube.com/channel/UCu-ow0N2qNhpIkZVx2GYTNw
ChwKGkNOeUxrY1BMeTVRREZTTEN3Z1Fkd2hra1F3,@OtiliaFlores-g5p,que remos almistia 💞✨🌹 #77,-,21/5/2026 18:00,https://www.youtube.com/channel/UCu3R8HkMhB_oRKqBbQuRdrw
ChwKGkNLV280TVBMeTVRREZWSnZFZ0VkZjdvRUd3,@noemitorres4794,apoyo al frente mexiquebse por✅✅✅✅ una vivienda digna. # 53,-,21/5/2026 18:00,https://www.youtube.com/channel/UClNMn6L2M73HEuVIjpX4WNQ
ChwKGkNMWC01Y1BMeTVRREZjcVM1UWNkd1lVOGZ3,@ErikaLopez-zf5gj,VR Sodi Cuéllar corrupto,-,21/5/2026 18:00,https://www.youtube.com/channel/UCb0Hzqq1Q1djQIoIMVG4AlQ
ChwKGkNQNjc2TVRMeTVRREZUZWd3Z0VkbEhRYl93,@IsraelRodriguezVR,VR justicia para el frente mexiquense en defensa de una vivienda digna solución solución solución,-,21/5/2026 18:00,https://www.youtube.com/channel/UCrhOqQpxMlZ0Z7yhdSKGgeQ
ChwKGkNQQ01fTVRMeTVRREZSQ3l3Z0VkdGU4dUJ3,@claudiagomez5930,RC El Frente Mexiquense les a ganado conforme a la ley!!!! Desgraciadamente nuestro gobierno está lleno de corruptos!!,-,21/5/2026 18:00,https://www.youtube.com/channel/UCKiXhc-jIeBROx3TAPczHCA
ChwKGkNOYUJuOFhMeTVRREZkYWE1UWNkdDhjNE13,@espinosakeymolenwendy6022,Vr. Cómo tantos corruptos que están por ahí,-,21/5/2026 18:00,https://www.youtube.com/channel/UCgUyUMKw5CQc0EkHytmfEvQ
ChwKGkNMNkJwTVhMeTVRREZSakN3Z1FkNUpZS3d3,@ElviaPerezVilla,MACEDO corrupto,-,21/5/2026 18:00,https://www.youtube.com/channel/UCIp3FS8L4hlVTRuOq3xKphw
ChwKGkNKck5zTVhMeTVRREZUNDhyUVlkRE93WVln,@DePerezCancino,VR Justicia para José Humbertus Pérez Espinoza Justicia para el Frente Mexiquense En Defensa Para Una Vivienda Digna Justicia para Presunción de Inocencia y Derechos Humanos 👍,-,21/5/2026 18:00,https://www.youtube.com/channel/UC_4CLRJ2jXU7lREiaF6VjNw
ChwKGkNJTzAtOFhMeTVRREZSQzh3Z0VkbXVnZS13,@BedaSarmiento,En el Estado de México no había juicio especial Hipotecario,-,21/5/2026 18:00,https://www.youtube.com/channel/UCJ3pRKAN45WmGKA-_G5CzMg
ChwKGkNQdW9sOGJMeTVRREZUZWd3Z0VkbEhRYl93,@IngArturoPC,somos chuchacuarreras les ganamos y por cada segundo que pase nos tendrán que pagar,-,21/5/2026 18:00,https://www.youtube.com/channel/UCu-ow0N2qNhpIkZVx2GYTNw
ChwKGkNNdW5nTWZMeTVRREZVWVlyUVlkR0ZnZW53,@margaritagomez6539,Bravo Lic Humbertus que le gano a Bancomer 💜💜 6,-,21/5/2026 18:00,https://www.youtube.com/channel/UCmj3AxD4y1_z-osqC6IwXUQ
ChwKGkNLVHlyTWpMeTVRREZTQkZYZ01kZ0R3Z0Nn,@Javier-x4s6l,face-fuchsia-flower-shapeface-fuchsia-flower-shapeno claudicaremosface-fuchsia-flower-shapeface-fuchsia-flower-shape,-,21/5/2026 18:00,https://www.youtube.com/channel/UC-adDFwQaR5qYYqppqoWLAg
